dataset,model,split,perturbation,true_target_rank,top_match,top_match_similarity,true_target_similarity,is_confused
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,DUSP9+KLF1,12,CBL+UBASH3A,0.9910697340965271,0.9875503182411194,True
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,DUSP9+ctrl,22,ctrl+UBASH3B,0.9947043061256409,0.9914895296096802,True
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,ETS2+CEBPE,1,ETS2+CEBPE,0.9878246784210205,0.9878246784210205,False
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,ETS2+CNN1,13,ctrl+UBASH3B,0.9980494976043701,0.9960377216339111,True
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,FOSB+CEBPB,4,CEBPB+ctrl,0.9788528680801392,0.9750566482543945,True
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,FOSB+ctrl,1,FOSB+ctrl,0.994277834892273,0.994277834892273,False
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,FOXA1+HOXB9,1,FOXA1+HOXB9,0.9870765209197998,0.9870765209197998,False
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,HK2+ctrl,2,MAP4K3+ctrl,0.9976425170898438,0.9969308376312256,True
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,HOXC13+ctrl,18,ctrl+FOXA1,0.9936611652374268,0.99079829454422,True
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,IGDCC3+ZBTB25,24,CBL+TGFBR2,0.9928057789802551,0.9882957935333252,True
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,KIF2C+ctrl,5,MAP4K3+ctrl,0.9982982873916626,0.9974467754364014,True
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,KLF1+CEBPA,1,KLF1+CEBPA,0.9733577966690063,0.9733577966690063,False
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,KLF1+MAP2K6,12,BCL2L11+TGFBR2,0.9976376295089722,0.9953916668891907,True
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,KMT2A+ctrl,7,MAP4K3+ctrl,0.9961627721786499,0.9955462217330933,True
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,MAML2+ctrl,42,KLF1+CEBPA,0.9724951386451721,0.9315143823623657,True
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,MAP2K3+ELMSAN1,22,MAP4K3+ctrl,0.9984988570213318,0.9935041069984436,True
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,MAP4K3+ctrl,4,ctrl+RUNX1T1,0.9982308745384216,0.9981391429901123,True
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,OSR2+ctrl,4,FOSB+ctrl,0.9955203533172607,0.9937702417373657,True
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,POU3F2+CBFA2T3,2,ctrl+HOXB9,0.9915599822998047,0.9902932047843933,True
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,PRDM1+CBFA2T3,33,SGK1+ctrl,0.9877083897590637,0.980786919593811,True
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,PTPN12+ZBTB25,5,CBL+TGFBR2,0.9919900894165039,0.990868330001831,True
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,PTPN13+ctrl,17,MAP4K3+ctrl,0.9981094598770142,0.9954723119735718,True
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,RUNX1T1+ctrl,6,MAP4K3+ctrl,0.998559832572937,0.9977362751960754,True
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,S1PR2+ctrl,16,ctrl+CDKN1B,0.9942728281021118,0.9923347234725952,True
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,SET+CEBPE,12,CEBPB+ctrl,0.9890085458755493,0.980312705039978,True
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,SET+ctrl,37,MAP4K3+ctrl,0.9984614849090576,0.9873319864273071,True
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,SGK1+ctrl,1,SGK1+ctrl,0.992371141910553,0.992371141910553,False
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,SLC4A1+ctrl,38,ctrl+CDKN1B,0.9938201904296875,0.9845781326293945,True
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,TP73+ctrl,50,MAP4K3+ctrl,0.9972528219223022,0.964979887008667,True
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,UBASH3B+CNN1,30,CBL+TGFBR2,0.9937921762466431,0.9860430955886841,True
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,ctrl+C19orf26,4,SGK1+ctrl,0.9923354387283325,0.9915251731872559,True
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,ctrl+CDKN1A,8,SGK1+ctrl,0.9933817982673645,0.9924436211585999,True
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,ctrl+CDKN1B,2,SGK1+ctrl,0.9923748970031738,0.9921656847000122,True
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,ctrl+CEBPA,1,ctrl+CEBPA,0.9701953530311584,0.9701953530311584,False
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,ctrl+FOXA1,4,MAP4K3+ctrl,0.9971344470977783,0.9964650869369507,True
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,ctrl+HOXB9,1,ctrl+HOXB9,0.9944536685943604,0.9944536685943604,False
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,ctrl+IGDCC3,5,ctrl+UBASH3B,0.9966092109680176,0.9954144358634949,True
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,ctrl+RUNX1T1,9,BAK1+ctrl,0.9987998008728027,0.9976547956466675,True
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,ctrl+UBASH3B,1,ctrl+UBASH3B,0.9982982873916626,0.9982982873916626,False
